timestamp,number,spin_index,spike,layout
2026-07-02T09:56:50+00:00,1,39,122.66897435897437,landscape
2026-07-02T09:56:57+00:00,10,40,96.33846153846154,landscape
2026-07-02T09:57:21+00:00,10,41,93.86153846153847,landscape
2026-07-02T09:57:26+00:00,5,42,80.1551282051282,landscape
2026-07-02T09:58:07+00:00,2,43,104.32179487179486,landscape
2026-07-02T09:58:12+00:00,5,44,80.08717948717947,landscape
2026-07-02T09:58:29+00:00,40,45,52.274358974358975,landscape
2026-07-02T09:58:52+00:00,2,46,104.32179487179486,landscape
2026-07-02T09:58:57+00:00,5,47,80.26666666666665,landscape
2026-07-02T09:59:08+00:00,2,48,132.9194871794872,landscape
2026-07-02T09:59:14+00:00,8,49,67.99487179487178,landscape
2026-07-02T09:59:39+00:00,1,50,102.06794871794871,landscape
2026-07-02T09:59:44+00:00,5,51,78.66153846153847,landscape
2026-07-02T10:00:24+00:00,10,52,87.91282051282052,landscape
2026-07-03T20:01:39+00:00,2,1,55.801282051282044,landscape
2026-07-03T20:01:45+00:00,1,2,102.06794871794871,landscape
2026-07-03T20:02:11+00:00,1,3,166.26282051282053,landscape
2026-07-03T20:02:38+00:00,20,4,103.41153846153847,landscape
2026-07-03T20:02:57+00:00,5,5,87.09102564102562,landscape
2026-07-03T20:03:24+00:00,5,6,85.4102564102564,landscape
2026-07-03T20:03:48+00:00,1,7,109.25641025641026,landscape
2026-07-03T20:04:05+00:00,2,8,138.80897435897435,landscape
2026-07-03T20:04:07+00:00,2,9,172.2294871794872,landscape
2026-07-03T20:04:08+00:00,2,10,172.2294871794872,landscape
2026-07-03T20:04:36+00:00,1,11,66.20205128205129,landscape
2026-07-03T20:04:49+00:00,2,12,177.60897435897436,landscape
2026-07-03T20:05:03+00:00,2,13,104.32179487179486,landscape
2026-07-03T20:05:53+00:00,2,14,104.32179487179486,landscape
2026-07-03T20:06:16+00:00,1,15,109.2974358974359,landscape
2026-07-03T20:06:27+00:00,2,16,33.81923076923077,landscape
2026-07-03T20:06:44+00:00,2,17,89.44615384615385,landscape
2026-07-03T20:07:06+00:00,1,18,109.2974358974359,landscape
2026-07-03T20:07:31+00:00,2,19,104.32179487179486,landscape
2026-07-03T20:07:45+00:00,5,20,63.77307692307693,landscape
2026-07-03T20:07:47+00:00,5,21,63.77307692307693,landscape
2026-07-03T20:07:52+00:00,1,22,109.25641025641026,landscape
2026-07-03T20:08:19+00:00,5,23,80.4448717948718,landscape
2026-07-03T20:08:55+00:00,1,24,99.2025641025641,landscape
2026-07-03T20:09:08+00:00,2,25,104.32179487179486,landscape
2026-07-03T20:09:30+00:00,8,26,67.89358974358973,landscape
2026-07-03T20:09:58+00:00,10,27,87.91282051282052,landscape
2026-07-03T20:10:20+00:00,1,28,109.2974358974359,landscape
2026-07-03T20:10:49+00:00,2,29,104.32179487179486,landscape
2026-07-03T20:11:07+00:00,2,30,175.71923076923076,landscape
2026-07-03T20:11:10+00:00,8,31,122.59615384615384,landscape
2026-07-03T20:11:37+00:00,2,32,104.32179487179486,landscape
2026-07-03T20:11:58+00:00,8,33,67.99487179487178,landscape
2026-07-03T20:12:25+00:00,2,34,104.32179487179486,landscape
2026-07-03T20:12:47+00:00,15,35,89.97179487179487,landscape
2026-07-03T20:13:12+00:00,5,36,80.4448717948718,landscape
2026-07-03T20:13:34+00:00,15,37,89.97179487179487,landscape
2026-07-03T20:14:00+00:00,1,38,102.06794871794871,landscape
2026-07-03T20:14:21+00:00,8,39,120.19102564102563,landscape
2026-07-03T20:14:48+00:00,2,40,104.32179487179486,landscape
2026-07-03T20:14:56+00:00,1,41,97.7128205128205,landscape
2026-07-03T20:15:11+00:00,8,42,67.99487179487178,landscape
2026-07-03T20:15:38+00:00,8,43,65.74871794871794,landscape
2026-07-03T20:15:59+00:00,1,44,109.2974358974359,landscape
